SAO_number  RA2000  Dec2000  Mag  Type1  Type2  Arcsec
205839  14.69935  -37.7937  4.10  B  3  456984.23
257757  20.00985  -72.9107  4.10  A  0  293445.61
081064  9.879397  +26.0067  4.10  K  0  503268.01
146181  22.58924  -0.11745  4.10  B  8  76180.35
142931  19.02801  -5.73907  4.10  K  0  268772.65
194984  4.400619  -34.0166  4.10  K  5  253098.32
131019  4.197752  -6.83754  4.10  F  2  227426.72
015532  11.52342  +69.3317  4.10  M  0  397803.45
220371  8.739994  -42.6498  4.10  G  5  428093.34
118804  11.35228  +6.02937  4.10  A  0  606890.25
256731  10.59117  -78.6079  4.10  M  0  362221.23
029765  16.03146  +58.5658  4.10  F  8  377618.71
222199  10.62161  -48.2255  4.10  +  +  462805.43
070095  20.48996  +30.3685  4.10  F  5  210375.17
134986  7.687450  -9.55129  4.10  K  0  413772.22
151702  6.611391  -19.2565  4.10  K  0  355153.63
257620  18.71729  -71.4282  4.10  K  0  311728.58
247814  23.29052  -58.2350  4.10  F  2  211837.77
253226  15.61201  -66.3171  4.10  K  0  372945.36
215999  2.677781  -39.8553  4.10  K  0  194695.44
004560  2.057250  +72.4219  4.10  A  2  269906.01
244331  16.99302  -53.1605  4.10  K  2  356357.52
210990  19.15785  -37.9047  4.10  A  2  274956.94
207040  15.84930  -33.6270  4.10  B  9  418996.39
156661  11.41462  -17.6843  4.10  A  5  577148.72
225071  14.63143  -49.4250  4.10  B  5  432499.61
126662  21.26374  +5.24781  4.10  +  +  148748.68
256496  8.308829  -76.9199  4.10  F  5  350603.13
219226  7.970667  -49.2446  4.10  B  1  391635.44
251830  12.29286  -67.9607  4.20  M  B  403096.00
132067  5.399118  -7.80803  4.20  K  0  291855.42
064769  15.54885  +31.3595  4.20  B  5  434661.54
101624  15.58002  +10.5397  4.20  F  0  452133.18
223454  12.46733  -50.2309  4.20  B  3  465889.24
224585  13.97796  -44.8032  4.20  B  3  461020.18
239737  12.19424  -52.3687  4.20  B  3  459267.81
084098  15.95979  +26.8778  4.20  K  0  421223.39
180505  12.14020  -24.7285  4.20  F  2  558674.72
119213  12.08684  +8.73298  4.20  G  5  616216.38
139824  14.26690  -6.00048  4.20  F  5  523921.07
251579  11.77523  -61.1784  4.20  G  0  427561.25
119035  11.76438  +6.52936  4.20  M  0  621283.31
159665  16.07282  -11.3731  4.20  F  8  425838.31
205453  14.34268  -37.8858  4.20  A  0  468706.32
242384  15.29195  -58.8019  4.20  A  3  394954.52
156375  10.99628  -18.2981  4.20  K  0  563285.43
037362  1.613282  +41.4050  4.20  G  0  168595.78
022554  1.727676  +50.6880  4.20  B  0  198942.79
247680  23.01463  -52.7544  4.20  G  5  195055.34
257424  16.71806  -77.5171  4.20  K  0  338696.08
167471  2.000082  -21.0772  4.20  M  0  129931.34
165321  22.82655  -13.5926  4.20  K  5  79585.28
250683  9.754119  -62.5076  4.20  G  0  405317.16
191318  22.67761  -27.0433  4.20  B  8  119123.18
237117  9.574087  -59.2297  4.20  B  5  411554.63
236787  9.270061  -57.5413  4.20  K  5  410089.40
250471  9.187973  -62.3179  4.20  B  3  396493.55
191858  23.38283  -20.1002  4.20  K  0  79378.07
038288  2.736661  +49.2284  4.20  F  8  217785.52
250422  9.040819  -66.3961  4.20  A  5  383857.55
072191  22.26618  +37.7489  4.20  K  *  160968.77
176559  8.842204  -27.7095  4.20  K  2  456634.58
034227  22.25054  +57.0435  4.20  F  0  218862.19
168249  3.039866  -23.6244  4.20  A  3  180467.70
080416  8.778281  +28.7595  4.20  G  5  452350.99
098087  8.744751  +18.1549  4.20  K  0  463399.10
038597  3.151112  +49.6133  4.20  G  0  230098.42
116965  8.627607  +5.70372  4.20  A  0  465052.81
009084  18.34594  +71.3372  4.20  A  0  318029.51
079533  7.598708  +26.8951  4.20  K  5  400505.95
194559  3.824230  -36.2002  4.20  K  0  231127.61
060118  7.485182  +31.7845  4.20  F  0  391675.92
254413  18.94917  -67.2338  4.20  F  5  304338.77
104318  18.99371  +15.0683  4.20  K  0  272224.97
051035  21.56639  +45.5910  4.20  K  0  200781.95
211005  19.16713  -39.3407  4.20  G  5  275567.80
093923  4.424839  +17.9281  4.20  A  2  243302.38
068943  19.84273  +32.9141  4.20  M  7  241483.89
229927  19.92107  -41.8683  4.20  K  0  248276.75
164132  21.09914  -17.2323  4.20  A  0  166172.06
113389  6.039726  +9.64745  4.20  A  2  326114.90
131468  4.758374  -3.25464  4.20  B  5  257064.12
058502  5.858163  +39.1487  4.20  K  0  318060.70
189781  20.86367  -26.9196  4.20  M  0  189303.39
011256  0.549996  +62.9314  4.20  B  0  227643.85
049385  20.25789  +47.7142  4.20  +  +  244722.80
013351  5.056976  +60.4423  4.20  G  0  299073.17
152071  6.903167  -12.0383  4.30  K  2  371678.29
254226  18.38719  -61.4939  4.30  K  2  314036.79
053216  23.63568  +43.2688  4.30  B  8  156758.95
214189  22.93247  -32.5397  4.30  K  0  129145.57
111696  4.258905  +8.89231  4.30  B  3  231194.66
186237  18.08366  -29.5803  4.30  F  8  320069.80
131824  5.152435  -8.75414  4.30  B  2  278773.42
153890  8.150447  -19.2452  4.30  B  3  432927.13
203907  12.89065  -40.1787  4.30  A  5  496866.10
039404  4.248292  +48.4099  4.30  G  0  262479.06
110291  2.034114  +2.76360  4.30  A  2  110248.47
082706  13.19783  +27.8789  4.30  G  0  530020.86
108165  22.77823  +12.1725  4.30  F  5  78784.91
036972  1.158385  +47.2417  4.30  B  8  178612.79
210928  19.10696  -37.0630  4.30  F  8  276547.36
070467  20.76102  +30.7194  4.30  K  0  199228.12
231161  22.49590  -43.7494  4.30  M  B  173364.96
185401  17.43950  -24.1759  4.30  F  0  351595.34
102458  16.90016  +10.1657  4.30  B  8  382434.40
258941  22.76769  -81.3813  4.30  F  0  294585.76
155542  9.857978  -14.8463  4.30  K  0  521790.15
024412  4.109738  +50.3516  4.30  A  0  260495.92
248545  2.362525  -68.6598  4.30  A  2  261909.94
110543  2.469314  +8.46008  4.30  A  0  136289.42
047919  18.92222  +43.9469  4.30  M  3  288312.64
256503  8.344084  -77.4845  4.30  K  0  349808.22
219111  7.888399  -48.1038  4.30  B  1  390503.03
032378  20.22337  +56.5676  4.30  A  3  260529.07
168634  3.563128  -21.6327  4.30  B  8  202983.75
094218  4.939523  +13.5140  4.30  K  0  268360.10
038980  3.608161  +48.1924  4.30  B  5  241211.38
085769  18.14599  +20.8147  4.30  B  3  316631.63
219035  7.820641  -46.3734  4.30  B  0  390436.25
216263  3.332130  -43.0697  4.30  G  5  223135.61
226004  15.63424  -42.5673  4.30  K  5  415120.71
044230  12.56231  +41.3578  4.30  G  0  496595.68
100725  13.82469  +15.7973  4.30  K  5  535343.43
051293  21.77980  +49.3091  4.30  B  3  205132.75
008328  15.73429  +77.7949  4.30  A  2  348433.42
101752  15.81238  +18.1415  4.30  K  5  435588.12
112849  5.513070  +5.94818  4.30  B  3  297848.52
150340  5.326248  -13.1769  4.30  B  1  288584.89
251841  12.30720  -64.0037  4.30  B  3  417263.57
159563  15.89708  -16.7290  4.30  K  0  432239.54
145991  22.28059  -7.78333  4.30  K  0  96707.47
098267  8.974782  +11.8574  4.30  A  3  480338.76
189664  20.76825  -25.2701  4.30  F  8  191399.80
077915  6.068678  +23.2635  4.30  G  5  327406.75
209019  17.60919  -38.6352  4.30  K  0  340476.97
055928  2.843056  +38.3187  4.30  F  0  197111.84
120238  14.02749  +1.54457  4.30  A  2  538390.41
079638  7.721872  +28.8830  4.30  K  0  404730.61
076721  4.704086  +22.9563  4.30  B  5  259758.56
018897  20.49301  +62.9946  4.30  A  5  266371.65
251742  12.11461  -64.6131  4.30  F  0  415346.57
158427  14.21497  -10.2736  4.30  K  0  523435.19
094044  4.635952  +12.5109  4.30  A  3  252166.02
044965  14.27300  +46.0885  4.30  A  0  450189.27
093469  3.514551  +12.9364  4.30  K  0  193742.89
240366  12.90999  -57.1772  4.30  B  3  438424.68
207332  16.10984  -36.8026  4.30  B  3  404455.92
143597  19.61205  -1.28647  4.30  B  5  236973.92
248163  0.334538  -64.8747  4.30  F  8  233919.95
045911  16.14616  +44.9347  4.30  B  9  393420.62
159764  16.19997  -19.4604  4.30  B  3  415242.75
076172  3.772105  +23.9481  4.30  B  5  215204.77
066869  18.33106  +36.0646  4.30  K  0  309556.47
238986  11.35019  -54.4903  4.30  B  5  449715.29
071165  21.29022  +39.3948  4.30  A  0  194764.46
128310  23.66587  +5.62631  4.30  F  8  27107.33
164346  21.37077  -16.8340  4.30  K  0  152408.54
089949  21.74406  +25.6458  4.30  F  5  149452.24
107073  21.36816  +19.8045  4.30  K  0  156348.64
254999  21.44079  -65.3667  4.30  F  8  255351.74
168827  3.780792  -23.2490  4.30  F  8  214979.60
248621  2.659867  -68.2668  4.30  B  9  264586.45
117050  8.720418  +3.39855  4.30  B  3  470589.17
207732  16.52305  -34.7040  4.30  B  3  389017.14
053264  23.67348  +44.3331  4.30  A  0  160371.54
067321  18.74621  +37.6052  4.30  A  3  292152.71
074267  0.788989  +24.2676  4.30  K  0  96628.81
229646  19.37727  -44.4589  4.30  B  8  271493.01
046161  16.56831  +42.4371  4.30  A  0  380429.02
207814  16.60623  -35.2552  4.30  M  0  384988.09
086406  18.76103  +20.5465  4.30  F  5  285549.97
024054  3.484485  +59.9403  4.40  B  9  259736.69
135551  8.143231  -2.98389  4.40  G  0  439558.91
123035  18.02929  +1.30521  4.40  A  2  322422.27
072077  22.16641  +33.1784  4.40  F  5  151434.80
236181  8.676968  -59.7610  4.40  B  2  392221.60
002937  17.53697  +86.5863  4.40  A  0  325485.25
174852  7.947646  -22.8807  4.40  F  8  420203.62
154622  8.772911  -13.5478  4.40  G  5  468697.34
117146  8.807214  +5.83767  4.40  A  0  474624.83
216114  2.971196  -40.3044  4.40  A  2  205528.23
111292  3.614544  +0.40166  4.40  G  5  195189.12
160747  17.69029  -12.8756  4.40  A  2  340305.38
220730  9.001506  -41.2532  4.40  F  8  439660.01
110723  2.749038  +10.1141  4.40  F  0  152068.76
076140  3.753462  +24.4670  4.40  B  5  214809.08
148575  2.735378  -13.8581  4.40  B  5  154483.60
053777  0.284863  +38.6813  4.40  A  2  139968.20
223909  13.11510  -49.9060  4.40  B  3  461095.06
213258  21.74910  -33.0259  4.40  A  0  164922.35
112958  5.615085  +9.29060  4.40  K  0  303488.29
104093  18.78362  +18.1814  4.40  A  3  283821.53
185412  17.45594  -29.8676  4.40  F  5  349456.85
122387  17.44195  +4.14035  4.40  K  0  354057.51
254393  18.87026  -62.1874  4.40  B  2  302221.78
146108  22.48053  -0.02008  4.40  F  2  82049.23
160479  17.34718  -12.8468  4.40  A  0  358364.41
213883  22.52514  -32.3459  4.40  A  0  138592.28
215906  2.449761  -47.7032  4.40  B  5  206525.56
248918  3.979102  -61.4002  4.40  M  0  273666.77
173446  7.311794  -24.9546  4.40  O  E  387990.21
002770  16.76619  +82.0372  4.40  G  5  333073.30
166716  0.976769  -29.3571  4.40  B  5  117059.81
215696  1.894106  -46.3028  4.40  M  3  189291.79
152126  6.935610  -17.0547  4.40  B  5  372258.96
233457  4.267129  -51.4863  4.40  F  5  266985.99
233463  4.274705  -59.3012  4.40  K  2  277649.40
201405  10.45257  -31.0671  4.40  K  5  510936.01
062053  10.46476  +36.7073  4.40  K  0  495162.47
234737  6.830925  -53.6229  4.40  G  5  350476.12
159963  16.51893  -16.6125  4.40  K  0  400470.91
238309  10.65512  -55.6033  4.40  G  0  439283.59
231444  23.11463  -43.5205  4.40  F  5  162399.23
081637  11.03881  +20.1799  4.40  A  0  559350.40
234589  6.582939  -52.9757  4.40  A  0  342907.78
076601  4.422817  +22.2934  4.40  A  3  245539.85
076608  4.438459  +22.8137  4.40  A  5  246617.77
071173  21.29866  +34.8967  4.40  B  3  185145.00
171895  6.530920  -23.4184  4.40  B  1  350295.00
008024  14.45872  +75.6964  4.40  K  2  365032.96
105120  19.66828  +18.0134  4.40  G  0  238608.50
025665  6.327051  +59.0109  4.40  A  0  333084.96
094026  4.594247  +10.1607  4.40  A  3  249334.96
241641  14.33874  -56.3867  4.40  B  5  420975.29
146585  23.23872  -6.04899  4.40  M  0  46453.41
202901  11.88188  -33.9072  4.40  B  9  525784.61
095362  6.199007  +14.2089  4.40  B  3  334417.22
095259  6.126203  +14.7688  4.40  B  2  330589.64
224621  14.02874  -45.6037  4.40  F  5  457568.39
211716  19.99562  -35.2767  4.40  B  3  237455.93
256924  12.30575  -79.3124  4.40  B  5  362351.60
196352  5.958957  -35.2836  4.40  B  3  322190.59
112124  4.843539  +8.90010  4.40  A  0  262326.11
204875  13.82400  -34.4507  4.40  M  B  493504.40
013298  4.900842  +66.3423  4.40  B  0  300459.36
121186  15.77400  +7.35316  4.40  G  0  443084.79
157345  12.53451  -16.1961  4.40  F  0  583112.71
234154  5.830452  -56.1667  4.40  K  0  318903.55
204812  13.76145  -33.0437  4.40  F  5  499141.04
225638  15.30884  -47.8753  4.40  B  8  416696.27
009665  20.14819  +77.7110  4.40  B  9  300541.42
024929  4.954770  +53.7523  4.40  A  2  290899.86
183346  15.29710  -30.1486  4.40  K  0  447119.14
223731  12.88526  -48.9430  4.40  K  2  467048.62
225483  15.14736  -45.2797  4.40  B  3  426794.76
199070  8.309252  -36.6593  4.40  A  5  421658.67
219635  8.234131  -40.3473  4.40  K  0  413581.73
042319  8.380596  +43.1887  4.40  K  5  414669.69
198908  8.189304  -39.6188  4.40  K  5  412888.41
164861  22.10725  -13.8693  4.40  B  8  112831.98
254147  18.14305  -63.6684  4.40  A  5  320574.99
036699  0.830234  +41.0788  4.40  B  3  153368.40
146598  23.26480  -9.08779  4.50  K  0  51312.23
229654  19.38697  -44.7993  4.50  F  0  271448.16
214615  23.54954  -37.8185  4.50  B  9  137982.17
251705  12.05045  -63.3126  4.50  A  5  420064.50
142618  18.78625  -4.74783  4.50  G  0  281690.65
179624  11.19434  -22.8258  4.50  A  2  555567.40
066524  17.97505  +30.1896  4.50  F  0  325164.62
067315  18.73964  +39.6129  4.50  A  5  293307.63
149818  4.674029  -19.6711  4.50  M  0  256736.27
070505  20.79016  +36.4902  4.50  B  5  207218.57
216926  4.676014  -41.8635  4.50  F  2  271241.71
019624  21.75747  +61.1206  4.50  A  2  238646.69
224673  14.10078  -41.1799  4.50  B  3  467696.22
193931  2.818180  -32.4055  4.50  K  0  184818.06
107365  21.74181  +17.3496  4.50  G  5  135286.16
106477  20.77764  +16.1243  4.50  G  5  181120.02
114034  6.548391  +7.33297  4.50  A  0  353369.61
174058  7.589665  -28.3698  4.50  B  8  399013.69
068065  19.27287  +38.1339  4.50  K  0  270329.23
112914  5.580348  +9.48957  4.50  B  0  301649.90
026051  6.954599  +58.4229  4.50  G  0  350788.18
249346  5.746245  -65.7356  4.50  A  5  318372.39
053798  0.305467  +36.7850  4.50  A  2  133306.26
232162  0.722570  -57.4637  4.50  A  0  209206.19
131063  4.254525  -7.65275  4.50  G  5  230646.88
251090  10.72562  -60.5663  4.50  K  5  423597.13
196857  6.469483  -32.5804  4.50  B  5  345347.05
144649  20.63895  -1.10522  4.50  K  0  181527.90
174198  7.647032  -26.8013  4.50  B  8  402855.03
225248  14.86069  -43.5754  4.50  B  5  439370.13
248201  0.525776  -62.9583  4.50  B  9  227643.98
085163  17.51231  +26.1104  4.50  K  0  347635.04
249390  5.901712  -63.0896  4.50  K  0  321598.18
074164  0.642592  +29.3118  4.50  G  5  110598.23
242463  15.38964  -59.3200  4.50  +  +  391659.58
215996  2.663326  -42.8914  4.50  A  2  200988.27
109474  0.811374  +7.58502  4.50  K  5  51517.64
224920  14.43639  -45.3790  4.50  F  8  447675.19
081583  10.92687  +24.7495  4.50  A  0  542719.35
116988  8.645950  +3.34135  4.50  K  0  466590.91
110110  1.756569  +9.15761  4.50  K  0  100031.94
077675  5.888799  +27.6121  4.50  A  0  318679.00
116260  8.037756  +2.33442  4.50  K  0  433937.66
054033  0.614682  +33.7190  4.50  B  3  125326.67
093328  3.193828  +19.7263  4.50  K  0  183155.89
248202  0.526019  -62.9656  4.50  A  2  227671.76
100706  13.78774  +17.4567  4.50  F  5  534095.54
139189  13.16587  -5.53898  4.50  A  0  582056.74
102153  16.42365  +14.0334  4.50  A  0  406437.62
105133  19.68414  +17.4759  4.50  K  0  237525.87
052079  22.50814  +43.1230  4.50  B  3  171188.68
113810  6.396137  +4.59284  4.50  A  5  345322.38
067559  18.90838  +36.8989  4.50  M  B  284907.36
124068  18.93691  +4.20355  4.50  A  5  273541.04
214444  23.31371  -32.5310  4.50  K  0  122221.39
238222  10.59311  -57.5576  4.50  K  5  432112.87
131568  4.881578  -5.45273  4.50  F  0  263886.19
185296  17.35008  -21.1120  4.50  F  5  356719.94
041764  7.445230  +49.2114  4.50  A  0  374271.00
250128  8.132193  -68.6174  4.50  B  5  364084.65
205497  14.38394  -39.5122  4.50  B  5  463533.05
128196  23.46613  +6.37899  4.50  G  5  36810.10
022070  1.185055  +55.1492  4.50  A  5  205319.94
083416  14.57800  +29.7451  4.50  F  0  477642.79
198545  7.877401  -38.8627  4.50  B  3  401617.99
191900  23.43410  -20.6419  4.50  K  5  80094.40
080885  9.528667  +22.9677  4.50  K  5  494198.11
138298  11.61587  -0.82375  4.50  K  0  627043.86
136932  9.533039  -1.18486  4.50  A  3  514725.43
101682  15.69255  +19.6707  4.50  A  2  440406.74
248925  4.014950  -62.1599  4.50  M  B  275723.45
163422  20.29418  -12.5080  4.50  G  0  203452.46
000181  1.145819  +86.2579  4.50  K  0  311128.01
164182  21.15993  -11.3711  4.50  K  0  157719.04
113001  5.653083  +4.12140  4.50  B  3  305315.28
039639  4.611481  +41.2644  4.50  +  +  268194.50
196643  6.275859  -35.1400  4.50  K  0  336177.61
221344  9.613812  -49.3555  4.50  A  5  438818.37
218537  7.209338  -46.7596  4.50  F  0  368334.46
076430  4.078253  +22.0815  4.50  K  0  228464.33
109627  1.049055  +7.89012  4.50  K  0  63210.22
150223  5.204969  -11.8694  4.50  B  8  281998.96
066001  17.39470  +37.1454  4.50  A  0  350013.45
081998  11.79977  +20.2182  4.50  F  8  574446.36
110408  2.216667  +8.84676  4.50  G  5  123392.55
027408  9.868427  +54.0648  4.50  A  2  431486.64
059858  7.185651  +30.2451  4.50  K  0  379078.52
027136  9.147851  +51.6041  4.50  A  3  421628.37
150239  5.220518  -12.9418  4.50  B  8  282991.56
251602  11.82806  -63.7883  4.50  B  5  418258.55
106425  20.72431  +15.0747  4.50  A  5  182951.27
100443  13.16645  +17.5295  4.50  F  5  559542.92
068010  19.22937  +39.1465  4.50  B  3  272879.95
142620  18.79137  -5.70517  4.50  K  0  281480.37
064686  15.40811  +37.3770  4.50  F  0  431707.27
078143  6.256300  +29.4977  4.50  K  0  336044.08
061874  10.12381  +35.2443  4.50  A  5  489838.08
171982  6.584262  -22.9643  4.50  A  0  353032.36
174009  7.567545  -22.2963  4.50  F  8  401983.49
137366  10.13226  -0.37169  4.50  A  0  547135.98
038890  3.509573  +47.9956  4.50  K  0  237755.99
256582  9.085910  -72.6027  4.50  F  5  368933.16
214153  22.87541  -32.8753  4.50  A  0  131448.99
106476  20.77760  +16.1247  4.50  G  5  181120.22
252293  13.40018  -64.5355  4.50  G  0  409192.65
087883  19.89103  +24.0795  4.50  A  0  231458.84
146107  22.48045  -0.02023  4.60  F  2  82054.45
141665  17.44384  -5.08667  4.60  F  0  353912.78
058465  5.819576  +39.1811  4.60  K  0  316448.81
075673  2.986862  +21.3402  4.60  A  2  175077.13
098964  10.13173  +9.99756  4.60  K  2  541378.42
004554  2.032603  +70.9074  4.60  A  3  265061.07
128336  23.70075  +1.78011  4.60  A  5  17379.83
091186  23.34398  +23.7408  4.60  A  5  92122.46
190374  21.47875  -21.8070  4.60  G  5  154173.63
237916  10.32694  -55.0297  4.60  K  0  436565.71
172579  6.927058  -20.1367  4.60  F  5  370945.05
024531  4.304062  +50.2955  4.60  A  2  266663.72
237959  10.34856  -56.0439  4.60  B  5  433712.53
087010  19.27020  +21.3907  4.60  B  5  260292.38
132222  5.532178  -7.30155  4.60  B  3  298943.14
206843  15.66278  -34.4112  4.60  K  0  425832.45
127520  22.42121  +1.37736  4.60  B  1  85386.33
184450  16.53558  -21.4660  4.60  F  0  397338.52
009366  19.25913  +73.3552  4.60  K  0  304847.29
162518  19.36211  -15.9555  4.60  +  +  253397.94
051970  22.40864  +49.4767  4.60  B  8  192764.91
223614  12.70986  -48.8133  4.60  K  0  469185.32
216405  3.618231  -40.2743  4.60  K  0  228760.38
096051  6.733137  +13.2272  4.60  K  0  362526.49
034395  22.39264  +52.2290  4.60  K  0  201629.63
018299  19.34440  +65.7147  4.60  A  2  294653.98
252284  13.37729  -60.9880  4.60  B  5  421156.92
127934  23.06464  +3.82004  4.60  B  5  52313.19
